trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
440,False,"{'a': 0.002, 'e': 0.4156133076240884}",25,0,-17.74512172616174,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
441,False,"{'a': 0.002, 'e': 0.4147829116815814}",25,0,-54.64067445937183,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
442,False,"{'a': 0.002, 'e': 0.4139541748712741}",20,9,-4.424363118647903,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.002, 'e': 0.4131270938782182}",25,10,12.496420795242367,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.002, 'e': 0.41230166539408875}",25,16,12.833573429350773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.002, 'e': 0.41147788611717057}",30,0,-69.07641933295297,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
446,False,"{'a': 0.002, 'e': 0.4106557527523455}",20,0,8.367149993013712,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.002, 'e': 0.40983526201107895}",20,0,-12.63000068776403,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",25,3,0.44864466422247196,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",20,0,-68.67540683494224,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",25,0,-87.37417245488736,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",20,15,10.885864622561348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",20,7,-53.83904829275656,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",20,0,-140.10424951755417,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 4}",0
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",30,0,4.311643728890703,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",30,15,-23.734255737732337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",20,11,3.6886977177779974,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.002, 'e': 0.401719980097586}",30,17,3.4398731820887205,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,0,-43.849306639981194,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",30,0,-148.09933109246435,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",20,0,-36.1270340540528,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",25,6,-16.877319913167945,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",25,5,-27.044273069201772,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",35,21,-5.65645838809556,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",20,3,5.738676567714421,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",20,0,-12.041816767332127,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",20,6,16.858761038637027,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.002, 'e': 0.39376539153247}",20,9,8.467928088340424,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",20,6,-19.54654250120729,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",30,16,9.340709612142934,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",25,0,-90.87960224695678,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",25,4,-59.44735511192028,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",25,0,-83.84356934362782,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",30,2,-90.80548279247255,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 2}",1
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",30,0,-45.59229876212352,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",20,14,-1.9955266450480922,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",25,2,-61.61694860740859,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 2}",1
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",25,0,-53.816573678055214,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",30,16,-14.119465688444768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",25,3,23.933093118459006,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",30,0,-14.020841502495976,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",25,12,17.25904537197431,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",20,8,7.417993978068218,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",25,0,0.45892403056848186,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",25,10,10.129761795398345,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",30,12,-14.032863718069441,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",35,18,6.264581560228608,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",20,9,-37.63648755205085,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",35,6,-55.26867029289096,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",30,0,-14.495306839759712,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",25,1,-7.121154570846444,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",25,13,-5.653394180906524,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",20,12,-1.6461685799443393,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",20,3,3.3890640367396916,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,3,9.525353853801436,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",20,6,-22.577486828210564,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",25,9,-40.469609875847425,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",20,3,-36.66664417128487,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,11,16.403358759467757,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.369353905899632}",30,20,-25.20142272863273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",30,2,0.700094630876499,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",20,11,-23.791710767736845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",30,20,0.8789500633494498,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",20,0,-30.2457100730208,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",20,0,15.204627595522185,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",25,14,-40.80283671502267,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",30,5,-18.1031802147564,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",20,3,18.030757561822266,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",20,11,-14.891780276792431,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",20,0,-77.7824439183866,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",20,10,12.32312249296764,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",25,0,-11.176592248013346,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,0,-7.976964043187688,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",30,0,-82.42982580996912,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,7,-3.6294474248174415,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",25,18,3.8648113423714037,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",25,0,9.511308068952777,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,11,-21.718696390668963,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",25,10,12.692781080518454,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",30,8,-14.423587943384838,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",30,18,23.177215276320617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,3,-3.3940753753022426,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,0,-2.8455767065351063,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,0,29.537456468513646,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",25,8,-77.09678198730737,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,6,4.403283176532107,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,8,-21.405975788437615,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",20,4,-30.396092444682388,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",20,16,7.037946171165534,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",20,0,-79.19873036123394,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",20,6,0.9036918243478897,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,7,-11.052011728284267,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",20,12,2.5492453434457594,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",25,3,-65.11277322652941,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",35,12,-22.02174198387854,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",20,0,-3.30077401634441,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,0,18.274801524142145,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,6,-6.596828809365866,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",25,0,3.3999693491787744,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",25,4,12.552159649899359,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,5,4.726194707319833,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",25,17,14.474662658542048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,13,-1.1515842157803975,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",30,21,14.575480651779921,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,9,-18.68610680106371,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",30,0,1.486679049867758,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",30,16,12.088899913728689,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,0,5.612411358754496,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",35,26,15.328158140240639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,1,-45.30580229902635,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,0,6.668560246014942,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",25,11,16.762985791326454,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",25,3,3.792272667120347,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",30,14,-59.602436757877726,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",30,22,12.72863253242097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,0,-38.468548397724184,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,4,23.15944266324487,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",20,6,17.723213654409307,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",30,18,-7.321626566637517,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",25,13,11.231928006635405,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",35,18,12.916328226405074,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,2,4.546677128765473,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,0,2.0299930608407744,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,7,-4.952099522799435,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,7,-18.09231925589428,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",20,0,-26.294170808292098,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,4,-21.569078421940574,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,0,8.24635452958743,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",25,12,9.60463081839741,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,13,9.076656398396997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",20,8,22.382897429213397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",30,8,28.690537798421648,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,12,-36.184156543506724,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",25,14,18.871300578889336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,9,2.495082015590496,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,10,-36.145795908181114,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,0,-24.93335043082967,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,23,10.724573510883268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,14,-31.777047110863442,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",25,13,-69.53213203837386,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",30,0,18.084479781844244,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,0,15.249584111746149,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",30,0,-28.54005744375837,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",30,11,23.395655025187455,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,0,-72.255729764855,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",25,14,10.317633814131927,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",25,8,11.726247084258858,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",30,17,-0.3740187324639339,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",20,9,-8.888851909044616,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",25,16,-8.064141179531163,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,12,18.394436393197154,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,8,-55.30058439218684,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",25,18,-30.786870859790298,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,0,-25.18366829514139,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",25,6,-10.357267792603487,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,9,9.677906230824581,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,10,-29.04577238148636,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,15,7.654414009573447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,16,6.680998123055764,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,12,7.7937340876211,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",35,7,28.04900435146652,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",25,0,-35.8987549367587,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
602,False,"{'a': 0.002, 'e': 0.30059242547541}",35,25,-4.080718117399109,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",20,12,14.354412124192052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",25,3,-13.985351376464614,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",20,9,-43.95375874120033,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",25,13,14.396235957897531,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,0,-3.543291495587721,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,12,2.718171881643924,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",35,0,-4.974465803767793,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,6,1.8504331532983684,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",25,7,6.139623767850162,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",30,5,-0.4711634697262732,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",25,0,-14.323895897975616,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,7,-18.53503362909378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,5,-72.03824662628631,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",30,16,-19.588394867551926,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,14,0.215300263297852,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,7,23.22177507148804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",35,17,-39.2239362259684,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",25,9,28.872660147347652,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,20,8.055175560908022,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,8,-8.515213772843877,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,11,-54.664940302176475,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
