trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",20,15,11.101082349173321,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",30,17,0.7174967766010729,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",20,15,8.548550898670374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",25,0,31.7827787688075,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",25,16,12.288919681697088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",25,4,-21.062909695600645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",25,9,4.449511735627523,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",30,20,17.750855823550445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",25,6,23.673427252931784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,10,20.185466672912224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,5,33.425497970540924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,13,11.578089609351554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",25,11,19.017907098371136,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",20,0,26.920339743988443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",30,8,20.397785089327847,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",20,13,10.857422730585046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",25,10,-26.590691944651624,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",20,14,11.840518750380083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",20,16,9.395114538359227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",30,7,22.010113727257828,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",30,13,22.135913483379262,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",20,6,7.882621841519064,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",25,16,15.35187020676753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",20,9,18.082167799138904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",35,18,-47.630222931294405,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",20,13,13.625845717609455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",25,7,27.774664472333427,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",20,15,8.415307499677077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",20,0,32.46130667724394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",25,18,10.827474111303824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",30,16,27.461739987848187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,4,34.597588705556085,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",35,23,18.476608822527993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",35,18,25.66567078900545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",20,0,-9.427757471006077,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,11,-10.4669614481168,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,0,7.1894238603026634,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",30,18,8.009293253649489,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",20,0,7.873422545923259,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",25,10,29.815564725065588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,0,-11.745311981297588,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",25,16,-24.696614812134086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",30,18,17.17476909071365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",25,12,-29.600341650592977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",20,1,-10.581930448157424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,14,10.754294030230277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",30,20,18.780315898899012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",20,8,-1.8789487800396045,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",20,14,11.378464085363552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",20,2,17.988861269224312,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",30,14,18.544770931028985,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",20,13,12.723715372034771,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",25,11,24.259592124752857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,2,26.373736510692844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",30,1,37.80385961996072,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",25,12,25.40110014904176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",30,16,9.60905349784554,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,16,16.235966525086067,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",35,25,17.651839215631316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,2,18.79283230531307,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",25,11,-30.470350027753195,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,12,13.124160718482461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",30,20,13.05576060896085,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,11,14.566359724979343,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",35,21,26.245124757996955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",35,17,26.101110407963894,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",30,16,25.86779209943179,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,6,2.733841876349003,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",20,6,20.596912078169115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,13,-0.5958140260741509,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",20,0,29.086009960689797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,8,12.45856512881163,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",20,14,12.659256518469299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,13,11.604857287470383,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",25,17,1.056299604725493,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",30,13,-15.909183868969373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",30,17,19.949345599286584,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",25,0,31.410100564363365,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,9,9.921958828641614,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",25,6,28.62627240021949,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,0,13.91453905735933,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",25,15,4.667898120129909,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",25,0,39.15289843621656,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,11,26.02726417685294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,10,28.93892137210859,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",30,8,25.918944141142703,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",20,14,-1.6497799126355626,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",30,12,32.560900146552584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",20,10,19.28556870296384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",30,12,-24.91364552766505,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",25,13,21.588080551045856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,10,12.844030169624293,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",30,1,44.613449002944485,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",25,16,12.750615849232794,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",35,18,-13.999661545884823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",20,9,18.59287531053493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",20,3,30.01355489520145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",25,3,0.4717661134665567,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,0,14.85651389638867,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,10,16.24343978252142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",20,11,14.891345087506352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,6,24.167993629804435,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",30,1,40.48031211095786,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",30,21,14.49652155879135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,8,20.08596618830594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",30,12,29.688348198880465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",30,24,9.564737241167965,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,8,8.605118387958733,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",25,10,28.04399498370431,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",35,13,38.025361680221685,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",20,2,17.673563393736895,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,0,26.725033718459585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",25,17,14.216551822400142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",20,13,10.420133137899125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,12,14.888201267246131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",30,16,24.54082696956844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",30,18,21.59580605736243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",25,8,31.300845006980126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,14,23.542174837005028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,2,27.69383068454516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,0,27.4790019456992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",25,13,15.908606128789172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,11,18.571536157104312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",35,18,-10.940440522962772,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,10,14.950453604643574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",25,7,30.151699149796716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",25,18,14.754955131740973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,8,-24.74031446967486,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",25,0,23.786914782538705,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,16,6.789939190260059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",25,18,13.7666285767121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",20,3,-16.667797602175405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",25,8,25.943242530769353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",25,11,-0.7622486416559304,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",25,10,22.670076232930302,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",25,7,20.217318027173775,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",35,17,33.391136611561365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",30,12,25.87212877358341,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,13,-0.8886501334616894,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",25,12,19.341852910412747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",25,8,-1.6427181390642227,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",25,20,9.662902368116606,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",20,3,24.51932992491119,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,0,31.389755071726867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",30,17,23.16872641476065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",35,13,40.06240293341759,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,10,20.773844926119267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,9,25.56084885298083,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,8,22.76740137804677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,15,7.3633724756650345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",30,13,32.55422521777834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",30,22,13.622558908761185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,9,28.738729573288307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",25,1,33.97334610416901,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",20,3,13.657245999079578,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,2,27.513652727515986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",35,14,16.55557584205674,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,4,19.048282012832626,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",25,13,19.490798137944928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,0,31.010344833530898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",20,1,23.792704599948806,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,8,19.099849747789722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",30,17,21.1452353237638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",35,19,32.49247995509267,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",20,0,9.307707781169295,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",25,17,15.443503463620777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",25,18,13.273526686021917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",30,18,4.367174881768947,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",20,13,14.83425995542862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",20,7,23.572699678913338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",20,6,-0.6962876552178554,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",25,12,24.223353012498308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",20,12,13.023149598839904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,6,29.020311843484517,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",25,2,38.29994201498017,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",30,20,21.586100499162043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,12,1.9594898814896688,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",25,6,-10.25096926340383,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",20,11,-24.07508199494231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",30,21,16.234830015537323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",20,0,14.85432608140451,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",20,10,-24.229460135612793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,7,25.90193713871839,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
